title,description,search
"Endpoint - System Version Tracker - Lookup Gen","Maintains a list of the most recent operating system version for each system and the time we got this information","
 tstats summariesonly=false max(""_time"") as ""_time"" from datamodel=""Compute_Inventory"".""All_Inventory"" where nodename=""All_Inventory.OS"" by ""All_Inventory.dest"",""All_Inventory.OS.os"" 
 rename ""All_Inventory.dest"" as ""dest"",""All_Inventory.OS.os"" as ""os"" 
 inputlookup append=T ""system_version_tracker"" 
 stats max(""_time"") as ""_time"" by ""dest"",""os"" 
 outputlookup override_if_empty=false ""system_version_tracker"" 
 stats count"
"ESCU - Attempt To Add Certificate To Untrusted Store - Rule","Attempt to add a certificate to the certificate store","
 tstats `security_content_summariesonly` count min(_time) as firstTime values(Processes.process) as process max(_time) as lastTime from datamodel=Endpoint.Processes where Processes.process_name=*certutil* (Processes.process=*-addstore*) by Processes.parent_process Processes.process_name Processes.user 
 `drop_dm_object_name(""Processes"")` 
 `security_content_ctime(firstTime)` 
`security_content_ctime(lastTime)` 
 `attempt_to_add_certificate_to_untrusted_store_filter`"
"ESCU - Attempt To Set Default PowerShell Execution Policy To Unrestricted or Bypass - Rule","Monitor for changes of the ExecutionPolicy in the registry to the values ""unrestricted"" or ""bypass,"" which allows the execution of malicious scripts.","
 tstats `security_content_summariesonly` count min(_time) as firstTime max(_time) as lastTime from datamodel=Endpoint.Registry where Registry.registry_path=*Software\\Microsoft\\Powershell\\1\\ShellIds\\Microsoft.PowerShell* Registry.registry_key_name=ExecutionPolicy (Registry.registry_value_name=Unrestricted OR Registry.registry_value_name=Bypass) by Registry.registry_path Registry.registry_key_name Registry.registry_value_name Registry.dest 
 `drop_dm_object_name(Registry)` 
 `security_content_ctime(firstTime)`
`security_content_ctime(lastTime)` 
 `attempt_to_set_default_powershell_execution_policy_to_unrestricted_or_bypass_filter`"
"ESCU - Attempt To Stop Security Service - Rule","This search looks for attempts to stop security-related services on the endpoint.","
 tstats `security_content_summariesonly` values(Processes.process) as process min(_time) as firstTime max(_time) as lastTime from datamodel=Endpoint.Processes where (Processes.process_name = net.exe OR  Processes.process_name = sc.exe) Processes.process=""* stop *"" by Processes.process_name Processes.parent_process_name Processes.dest Processes.user 
 `drop_dm_object_name(Processes)` 
 `security_content_ctime(firstTime)` 
 `security_content_ctime(lastTime)` 
lookup security_services_lookup service as process OUTPUTNEW category, description 
 search category=security 
 `attempt_to_stop_security_service_filter`"
"ESCU - Attempted Credential Dump From Registry via Reg exe - Rule","Monitor for execution of reg.exe with parameters specifying an export of keys that contain hashed credentials that attackers may try to crack offline.","
 tstats `security_content_summariesonly` count min(_time) as firstTime max(_time) as lastTime from datamodel=Endpoint.Processes where (Processes.process_name=reg.exe OR Processes.process_name=cmd.exe) Processes.process=*save* (Processes.process=*HKEY_LOCAL_MACHINE\\Security* OR Processes.process=*HKEY_LOCAL_MACHINE\\SAM* OR Processes.process=*HKEY_LOCAL_MACHINE\\System* OR Processes.process=*HKLM\\Security* OR Processes.process=*HKLM\\System* OR Processes.process=*HKLM\\SAM*) by Processes.user Processes.process_name Processes.process Processes.dest 
 `drop_dm_object_name(Processes)` 
 `security_content_ctime(firstTime)`
 `security_content_ctime(lastTime)` 
 `attempted_credential_dump_from_registry_via_reg_exe_filter`"
"ESCU - Baseline of Command Line Length - MLTK","This search is used to build a Machine Learning Toolkit (MLTK) model to characterize the length of the command lines observed for each user in the environment. By default, the search uses the last 30 days of data to build the model. The model created by this search is then used in the corresponding detection search, which identifies outliers in the length of the command line.","
 tstats `security_content_summariesonly` count min(_time) as start_time max(_time) as end_time FROM datamodel=Endpoint.Processes by Processes.user Processes.dest Processes.process_name Processes.process 
 `drop_dm_object_name(Processes)` 
 search user!=unknown 
 `security_content_ctime(start_time)`
 `security_content_ctime(end_time)`
 eval processlen=len(process) 
 fit DensityFunction processlen by user into cmdline_pdfmodel"
"ESCU - Baseline of DNS Query Length - MLTK","This search is used to build a Machine Learning Toolkit (MLTK) model to characterize the length of the DNS queries for each DNS record type observed in the environment. By default, the search uses the last 30 days of data to build the model. The model created by this search is then used in the corresponding detection search, which uses it to identify outliers in the length of the DNS query.","
 tstats `security_content_summariesonly` count from datamodel=Network_Resolution by DNS.query DNS.record_type 
 search DNS.record_type=* 
 `drop_dm_object_name(""DNS"")` 
 eval query_length = len(query) 
 fit DensityFunction query_length by record_type into dns_query_pdfmodel"
"ESCU - Baseline of SMB Traffic - MLTK","This search is used to build a Machine Learning Toolkit (MLTK) model to characterize the number of SMB connections observed each hour for every day of week. By default, the search uses the last 30 days of data to build the model. The model created by this search is then used in the corresponding detection search to identify outliers in the number of SMB connections for that hour and day of the week.","
 tstats `security_content_summariesonly` count from datamodel=Network_Traffic where All_Traffic.dest_port=139 OR All_Traffic.dest_port=445 OR All_Traffic.app=smb by _time span=10m, All_Traffic.src 
 eval HourOfDay=strftime(_time, ""%H"") 
 eval DayOfWeek=strftime(_time, ""%A"") 
 `drop_dm_object_name(""All_Traffic"")` 
 fit DensityFunction count by ""HourOfDay,DayOfWeek"" into smb_pdfmodel"
"ESCU - Batch File Write to System32 - Rule","The search looks for a batch file (.bat) written to the Windows system directory tree.","
 tstats `security_content_summariesonly` count min(_time) as firstTime max(_time) as lastTime values(Filesystem.dest) as dest values(Filesystem.file_name) as file_name values(Filesystem.user) as user from datamodel=Endpoint.Filesystem by Filesystem.file_path 
 `drop_dm_object_name(Filesystem)` 
 `security_content_ctime(lastTime)` 
 `security_content_ctime(firstTime)`
 rex field=file_name ""(?<file_extension>\.[^\.]+)$"" 
 search file_path=*system32* AND file_extension=.bat 
 `batch_file_write_to_system32_filter`"
"ESCU - Child Processes of Spoolsv exe - Rule","This search looks for child processes of spoolsv.exe. This activity is associated with a POC privilege-escalation exploit associated with CVE-2018-8440. Spoolsv.exe is the process associated with the Print Spooler service in Windows and typically runs as SYSTEM.","
 tstats `security_content_summariesonly` count values(Processes.process_name) as process_name values(Processes.process) as process min(_time) as firstTime max(_time) as lastTime from datamodel=Endpoint.Processes where Processes.parent_process_name=spoolsv.exe AND Processes.process_name!=regsvr32.exe by Processes.dest Processes.parent_process Processes.user 
 `drop_dm_object_name(Processes)` 
 `security_content_ctime(firstTime)` 
 `security_content_ctime(lastTime)` 
 `child_processes_of_spoolsv_exe_filter`"
"ESCU - Clients Connecting to Multiple DNS Servers - Rule","This search allows you to identify the endpoints that have connected to more than five DNS servers and made DNS Queries over the time frame of the search.","
 tstats `security_content_summariesonly` count, values(DNS.dest) AS dest dc(DNS.dest) as dest_count from datamodel=Network_Resolution where DNS.message_type=QUERY by DNS.src 
 `drop_dm_object_name(""Network_Resolution"")` 
where dest_count > 5 
 `clients_connecting_to_multiple_dns_servers_filter`         
 collect index=asx sourcetype=asx marker=""mitre_id=T1048.003, execution_type=adhoc, execution_time=1604093561.9819374"""
"ESCU - Cloud Compute Instance Created By Previously Unseen User - Rule","This search looks for cloud compute instances created by users who have not created them before.","
 tstats `security_content_summariesonly` earliest(_time) as firstTime, latest(_time) as lastTime values(Compute.dest) as dest from datamodel=Cloud_Infrastructure.Compute where Compute.action=run by Compute.src_user 
 `drop_dm_object_name(""Compute"")` 
 inputlookup append=t previously_seen_cloud_compute_creations_by_user  
 stats min(firstTime) as firstTime max(lastTime) as lastTime, values(dest) as dest by src_user 
 multireport [
 table src_user, firstTime, lastTime 
 outputlookup previously_seen_cloud_compute_creations_by_user 
 where fact=fiction][
 eval new_user=if(firstTime >= relative_time(now(), `previously_seen_cloud_compute_creations_by_user_search_window_begin_offset`), 1, 0) 
 where new_user=1 
 `security_content_ctime(firstTime)`
`security_content_ctime(lastTime)`] 
 table src_user, dest, firstTime, lastTime 
 `cloud_compute_instance_created_by_previously_unseen_user_filter`"
"ESCU - Cloud Compute Instance Created With Previously Unseen Image - Rule","This search looks for cloud compute instances being created with previously unseen image IDs.","
 tstats earliest(_time) as firstTime, latest(_time) as lastTime values(Compute.dest) as dest from datamodel=Cloud_Infrastructure.Compute where Compute.action=run `cloud_compute_instance_created_with_previously_unseen_image_filter` by Compute.image_id, Compute.src_user 
 `drop_dm_object_name(""Compute"")` 
 inputlookup append=t previously_seen_cloud_compute_images 
 stats min(firstTime) as firstTime max(lastTime) as lastTime, values(dest) as dest by image_id, src_user 
 multireport [
 table image_id, firstTime, lastTime 
 outputlookup previously_seen_cloud_compute_images 
 where fact=fiction][
 eval new_image=if(firstTime >= relative_time(now(), `previously_seen_cloud_compute_image_search_window_begin_offset`), 1, 0) 
 where new_image=1 
 `security_content_ctime(firstTime)`
`security_content_ctime(lastTime)`] 
 table image_id, dest, src_user, firstTime, lastTime"
"ESCU - Cloud Compute Instance Created With Previously Unseen Instance Type - Rule","Find EC2 instances being created with previously unseen instance types.","
 tstats earliest(_time) as firstTime, latest(_time) as lastTime values(Compute.dest) as dest from datamodel=Cloud_Infrastructure.Compute where Compute.event_name=RunInstances `cloud_compute_instance_created_with_previously_unseen_instance_type_filter` by Compute.instance_type, Compute.src_user 
 `drop_dm_object_name(""Compute"")` 
 inputlookup append=t previously_seen_cloud_compute_instance_types 
 stats min(firstTime) as firstTime max(lastTime) as lastTime, values(dest) as dest by instance_type, src_user 
 multireport [
 table instance_type, firstTime, lastTime 
 outputlookup previously_seen_cloud_compute_instance_types 
 where fact=fiction][
 eval new_type=if(firstTime >= relative_time(now(), `previously_seen_cloud_compute_instance_types_search_window_begin_offset`), 1, 0) 
 where new_type=1 
 `security_content_ctime(firstTime)`
`security_content_ctime(lastTime)`] 
 table instance_type, dest, src_user, firstTime, lastTime"
"ESCU - Cloud Compute Instance Started In Previously Unused Region - Rule","This search looks at cloud-infrastructure events where an instance is created in any region within the last hour and then compares it to a lookup file of previously seen regions where instances have been created.","
 tstats earliest(_time) as firstTime, latest(_time) as lastTime values(Compute.dest) as dest from datamodel=Cloud_Infrastructure.Compute where Compute.event_name=RunInstances `cloud_compute_instance_started_in_previously_unused_region_filter` by Compute.region, Compute.src_user 
 `drop_dm_object_name(""Compute"")` 
 inputlookup append=t previously_seen_cloud_regions 
 stats min(firstTime) as firstTime max(lastTime) as lastTime, values(dest) as dest by region, src_user 
 multireport [
 table region, firstTime, lastTime 
 outputlookup previously_seen_cloud_regions 
 where fact=fiction][
 eval new_region=if(firstTime >= relative_time(now(), `previously_seen_cloud_regions_search_window_begin_offset`), 1, 0) 
 where new_region=1 
 `security_content_ctime(firstTime)`
`security_content_ctime(lastTime)`] 
 table region, dest, src_user, firstTime, lastTime"
"ESCU - Common Ransomware Extensions - Rule","The search looks for file modifications with extensions commonly used by Ransomware","
 tstats `security_content_summariesonly` count min(_time) as firstTime max(_time) as lastTime values(Filesystem.user) as user values(Filesystem.dest) as dest values(Filesystem.file_path) as file_path from datamodel=Endpoint.Filesystem by Filesystem.file_name 
 `drop_dm_object_name(Filesystem)` 
 `security_content_ctime(lastTime)` 
 `security_content_ctime(firstTime)`
 rex field=file_name ""(?<file_extension>\.[^\.]+)$"" 
 `ransomware_extensions` 
 `common_ransomware_extensions_filter`"
